avg_price,chain,item_code,item_name,num_branches,timestamp
19.9,7290725900003,7290011131388,מיזלי קראנצי תפוחים וקינמון1 קג,1,2017-02-28
19.9,7290725900003,7290011131395,מיזלי קראנצי 30% פירות 1 קג         ,2,2017-02-28
4.15,7290725900003,7290011131463,מנת נודלס בטעם עוף 72 גר`,4,2017-02-28
4.15,7290725900003,7290011131500,מנת נודלס בטעם פיקנטי 72 גר`,4,2017-02-28
4.15,7290725900003,7290011131517,מנת נודלס בטעם תירס 72 גר`,4,2017-02-28
19.9,7290725900003,7290011131654,מיזלי ביג מיקס  1 ק`ג,1,2017-02-28
9.9,7290725900003,7290011133252,טמפו מי סודה לימון ליים 4*1.5 ליטר,1,2017-02-28
35.975,7290725900003,7290011133375,בירה מכבי שנדי אפרסק בקבוק 6*330מל,4,2017-02-28
6.4,7290725900003,7290011133504,בירה מכבי שנדי בודד אפרסק 330מ`ל,3,2017-02-28
7.9,7290725900003,7290011148911,פלפל ביס מתוק,2,2017-02-28
5,7290725900003,7290011154301,ממרח תמרים 450 גר',4,2017-02-28
10.3,7290725900003,7290011164027,קשיות עם סודה 42יח,3,2017-02-28
14.9,7290725900003,7290011164164,לקקן סודה 40 יח` גדול,3,2017-02-28
10,7290725900003,7290011164171,לקקן סודה 15 יח`,2,2017-02-28
14.9,7290725900003,7290011164386,מיונז משמן אגוזים 500 גר` כשלפ,1,2017-02-28
4.3,7290725900003,7290011164485,טונה בשמן לימון/חריף,1,2017-02-28
16.15,7290725900003,7290011164539,טופי זיסי טעמים 600גר,4,2017-02-28
14.9,7290725900003,7290011164546,טופי זיסי טעמים 600גר,3,2017-02-28
14.9,7290725900003,7290011164553,טופי זיסי טעמים 700גר,2,2017-02-28
19.4,7290725900003,7290011164980,זיסי לקקנים ממולא טופי,2,2017-02-28
5.225,7290725900003,7290011174118,חומוס שלם מוכן לאכילה 560 גרם       ,4,2017-02-28
5.975,7290725900003,7290011174156,גרעיני תירס מתוק בדץ 550 גרם        ,4,2017-02-28
6.825,7290725900003,7290011174170,פרי גליל שעועית ירוקה חתוכה 550 גרם,4,2017-02-28
5.825,7290725900003,7290011174187,פרי הגליל אפונת גינה גדולה 550 גרם,4,2017-02-28
5.825,7290725900003,7290011174194,פרי גליל אפונה וגזר 550 גרם         ,4,2017-02-28
54.9,7290725900003,7290011174361,עוגה מלבנית - חגיגה של עוגה 850 גרם,3,2017-02-28
7.05,7290725900003,7290011174491,פרי גליל גרעיני תירס מתוק קל 550 גרם,4,2017-02-28
5.9,7290725900003,7290011194246,קוטג` שטראוס 5% 250 גרם,4,2017-02-28
4.533333333333333333333333333,7290725900003,7290011194291,דנונה דיאט קפוצ`ינו 0% 150 גרם,3,2017-02-28
5.6,7290725900003,7290011194741,דנונה אקטיביה משקה יוגורט טבעי 1.5%,1,2017-02-28
7.7,7290725900003,7290011223045,בישקוטים  200 ג`ר,3,2017-02-28
25,7290725900003,7290011223052,מגע המשי רצועות שעווה,1,2017-02-28
25,7290725900003,7290011223069,מגע המשי רצועות שעווה,2,2017-02-28
23.9,7290725900003,7290011223113,פלדג` לניקוי רהיטים ספריי 2*250 מל,1,2017-02-28
12.9,7290725900003,7290011223229,טואלט דאק ג'ל לאסלה טיפות טל 55 מל  ,1,2017-02-28
9.15,7290725900003,7290011223243,טואלט דאק ג'ל לאסלה לבנדר 55 מל     ,4,2017-02-28
13.9,7290725900003,7290011223786,פמילי סבון נוזלי ריחות שונים 3*500מל,3,2017-02-28
17.9,7290725900003,7290011223922,טוסו עוגת מאפינס תפוז עם קמח מלא 300 גר`,1,2017-02-28
16.45,7290725900003,7290011223939,טוסו עוגת מאפינס שיש עם קמח מלא 300 גר`,2,2017-02-28
6,7290725900003,7290011239213,חלביצה נוגט 240 גר`,1,2017-02-28
15.9,7290725900003,7290011239404,חטיף חלביצה 330 גר`,1,2017-02-28
29.9,7290725900003,7290011240240,"ארז קברנה סוביניון 750 מ""ל",1,2017-02-28
17.9,7290725900003,7290011240318,שטו דה לאמר 750 מ`ל אדום,3,2017-02-28
14.9,7290725900003,7290011240332,מיץ ענבים טבעי אדום 1 ל` יקבי ציון,4,2017-02-28
14.9,7290725900003,7290011240349,מיץ ענבים טבעי לבן 1 ל` יקבי ציון,4,2017-02-28
24.86666666666666666666666667,7290725900003,7290011240356,"דולב קברנה סובניון 750 מ""ל יקבי ציון",3,2017-02-28
24.85,7290725900003,7290011240363,"דולב אמרלד ריזלינג לבן 750 מ""ל יקבי ציון",4,2017-02-28
24.86666666666666666666666667,7290725900003,7290011240394,דולב מוסקט המבורג 750 מ`ל יקבי ציון,3,2017-02-28
24.85,7290725900003,7290011240417,"דולב מרלו 750 מ""ל יקבי ציון",4,2017-02-28
24.85,7290725900003,7290011240424,"דולב קברנה מרלו 750 מ""ל יקבי ציון",4,2017-02-28
24.85,7290725900003,7290011240431,"דולב אדום יבש 750 מ""ל יקבי ציון",4,2017-02-28
24.86666666666666666666666667,7290725900003,7290011240592,"דולב יין סמי מתוק 750  מ""ל יקבי ציון",3,2017-02-28
17.9,7290725900003,7290011240608,שטו דה לאמר 750 מ`ל לבן,4,2017-02-28
17.9,7290725900003,7290011240837,שטו דה לאמר 750 מ`ל מרלו,4,2017-02-28
29.9,7290725900003,7290011240868,"יין מוסקטו אדום מבעבע 750 מ""ל יקבי ציון",4,2017-02-28
4.675,7290725900003,7290011240875,"תירוש 187 מ""ל  יקבי ציון",4,2017-02-28
29.9,7290725900003,7290011240905,"יין מוסקטו לבן מבעבע 750 מ""ל יקבי ציון",4,2017-02-28
3.233333333333333333333333333,7290725900003,7290011249212,וופל בלגי לימון 200 גרם,3,2017-02-28
3.233333333333333333333333333,7290725900003,7290011249731,וופל בלגי שחור לבן 200 גרם,3,2017-02-28
3.125,7290725900003,7290011249748,רולים שוקו 100 גרם,4,2017-02-28
3.2,7290725900003,7290011249762,רולים וניל 100 גרם,3,2017-02-28
7.4,7290725900003,7290011254001,זרעי פשתן 450גר,2,2017-02-28
9.233333333333333333333333333,7290725900003,7290011254018,שעועית מש 500גר,3,2017-02-28
7.85,7290725900003,7290011254025,דוחן 500 גרם                        ,4,2017-02-28
11.9,7290725900003,7290011254032,קינואה 500 גרם                      ,3,2017-02-28
11.9,7290725900003,7290011254049,סובין שיבולת שועל 400 גרם           ,3,2017-02-28
7.925,7290725900003,7290011254056,סובין חיטה 150גר,4,2017-02-28
10.4,7290725900003,7290011254063,עדשים שחורות 500 גר',4,2017-02-28
7.9,7290725900003,7290011254070,פלפל שחור שקית,3,2017-02-28
3.9,7290725900003,7290011254087,קינמון 80 גרם שקית,3,2017-02-28
3.9,7290725900003,7290011254094,כמון 80 גרם שקית,3,2017-02-28
3.9,7290725900003,7290011254100,כרכום 80 גרם שקית,3,2017-02-28
3.9,7290725900003,7290011254117,פפריקה מתוקה  80 גרם שקית,3,2017-02-28
3.9,7290725900003,7290011254124,פפריקה חריפה  80 גרם שקית,3,2017-02-28
6.9,7290725900003,7290011254148,אבקת שום  80 גרם שקית,3,2017-02-28
3.9,7290725900003,7290011254155,מלח לימון 80 גרם שקית,3,2017-02-28
8.4,7290725900003,7290011254162,פלפל לבן 80 גר` שקית,4,2017-02-28
3.9,7290725900003,7290011254179,גריל עוף 80 גר`,3,2017-02-28
7.9,7290725900003,7290011254230,תן צ'אפ חטיף תפוחי אדמה טבעי 8*15גר,3,2017-02-28
7.9,7290725900003,7290011254247,תן צ`אפ חטיף תפוחי אדמה ברביקיו 18*15 גר`,3,2017-02-28
9.15,7290725900003,7290011254254,שוקולד צ`יפס 300 גרם,4,2017-02-28
12.9,7290725900003,7290011254278,סוכריות בטעם פירות 750 גר',3,2017-02-28
19.9,7290725900003,7290011254346,קינואה 1 קג כשלפ,3,2017-02-28
5.9,7290725900003,7290011254452,סוכריות מנטה ללא סוכר 80 גרם,4,2017-02-28
5.9,7290725900003,7290011254469,סוכריות בטעם לימון ללא סוכר 80 גרם,4,2017-02-28
5.9,7290725900003,7290011254476,סוכריות תפוח דובדבן ללא סוכר 80 גרם ,4,2017-02-28
5.9,7290725900003,7290011254483,סוכריות אפרסק ללא סוכר 80 גרם,3,2017-02-28
5.9,7290725900003,7290011254490,סוכריות פירות יער ללא סוכר 80 גרם   ,3,2017-02-28
7.6,7290725900003,7290011254582,חמוציות 150 גר',3,2017-02-28
10.9,7290725900003,7290011254605,תערובת לקדירה לקט חמין 600 גר`,2,2017-02-28
10.9,7290725900003,7290011254612,תערובת לקדירה לקט בריאות 600 גר`,1,2017-02-28
10.9,7290725900003,7290011254636,תערובת לקדירה לקט הכפר 600 גר`,1,2017-02-28
35.9,7290725900003,7290011254698,שמן זית כתית מעולה 750 מל,1,2017-02-28
10.15,7290725900003,7290011254728,ג'לטין טהור 25 גר',4,2017-02-28
10,7290725900003,7290011254759,שעועית שחורה 500 גר`,3,2017-02-28
8.966666666666666666666666667,7290725900003,7290011254766,"שעועית לוביה 400 גר' בד""ץ",3,2017-02-28
11.15,7290725900003,7290011254773,שעועית ארגנטינאית 500 גר',4,2017-02-28
14.9,7290725900003,7290011254780,שעועית ארגנטינאית 1 ק`ג,4,2017-02-28
6.1,7290725900003,7290011254803,סוכריות ג'לי טבעות 125 גר',3,2017-02-28
5.9,7290725900003,7290011254810,סוכריות ג'לי דובונים בטעמי פירות קיץ 125 גר',2,2017-02-28
6.1,7290725900003,7290011254827,סוכריות ג'לי פירות גדולים 125 גר',3,2017-02-28
5.9,7290725900003,7290011254834,סוכריות ג'לי מספרים בטעמים חמצמצים 125 גר',3,2017-02-28
5.9,7290725900003,7290011254841,סוכריות ג'לי חמצוצים 125 גר',1,2017-02-28
5.9,7290725900003,7290011254865,סוכריות ג'לי אותיות בטעמים אהובים 125 גר',2,2017-02-28
1.8,7290725900003,7290011254896,סוכריות ג`לי טבעי א-ב 25 גר`,4,2017-02-28
1.766666666666666666666666667,7290725900003,7290011254902,סוכריות ג`לי טבעי A-B-C,3,2017-02-28
1.9,7290725900003,7290011254919,סוכריות ג`לי טבעי גן חיות,1,2017-02-28
10.5,7290725900003,7290011254964,סוכריות ג'לי טבעי 25 גר' עשירייה,3,2017-02-28
5.9,7290725900003,7290011282509,נ.כלים תפוח 18% 750 מל מגיק,2,2017-02-28
5.9,7290725900003,7290011282516,נ.כלים פרחים 18% 750 מל מגיק,1,2017-02-28
5.9,7290725900003,7290011282523,נ.כלים לימון 18% 750 מל מגיק,4,2017-02-28
6,7290725900003,7290011300975,סבון ורוד פרדייז 500 מ`ל,1,2017-02-28
7.9,7290725900003,7290011308117,קרקר 6 דגנים 200 גרם,3,2017-02-28
7.15,7290725900003,7290011308780,בייגלה טבעות 300גר,4,2017-02-28
4.5,7290725900003,7290011308858,נשנושים ביס בטעם שמנת בצל 60גר,2,2017-02-28
19.9,7290725900003,7290011332983,מגבונים לניקוי האף לתינוק 3*30יח`,2,2017-02-28
30,7290725900003,7290011348267,קציצות עדשים כתומות 500גר קפוא,1,2017-02-28
26,7290725900003,7290011348434,קבב מתובל מן הצומח 500גר טבעול קפוא,2,2017-02-28
35.9,7290725900003,7290011349288,שניצל דק בטעם צ`ילי חריף 700 גרם קפוא,3,2017-02-28
9,7290725900003,7290011372002,בדי בדיקה יהודית,2,2017-02-28
14.9,7290725900003,7290011378028,בארכה חלבה שומשום מלא ללא סוכר 350 גרם,4,2017-02-28
8.9,7290725900003,7290011378233,בארכה מאגדת 7 חטיפי חלבה וניל ללא סוכר,2,2017-02-28
8.9,7290725900003,7290011378257,בארכה מאגדת 7 חטיפי חלבה פקאן ללא סוכר,1,2017-02-28
9.9,7290725900003,7290011378769,בארכה מאגדת 7 חטיפי חלבה וניל,2,2017-02-28
9.4,7290725900003,7290011378776,בארכה מאגדת 7 חטיפי חלבה  פיסטוק,4,2017-02-28
9.4,7290725900003,7290011378783,בארכה מאגדת 7 חטיפי חלבה שוקו וניל,4,2017-02-28
9.566666666666666666666666667,7290725900003,7290011378950,בארכה מאגדת 7 חטיפי חלבה פקאן,3,2017-02-28
16.4,7290725900003,7290011379018,פטריות זוג,2,2017-02-28
15,7290725900003,7290011383176,בולגרית  אותנטי 300 גר` 5%,1,2017-02-28
31.8,7290725900003,7290011435226,דבש טהור פרחי בר לחיץ  650גר,4,2017-02-28
6.3,7290725900003,7290011438128,יטבתה משקה שוקו בקבוק 350 מל,1,2017-02-28
6.8,7290725900003,7290011438487,"מילקשייק וניל עם סירופ  שוקולד 350מ""ל",3,2017-02-28
19.8,7290725900003,7290011438517,"מארז שוקו פקק*8יח 150מ""ל",1,2017-02-28
49.9,7290725900003,7290011447120,מטרנה מהדרין ללא שלב 700 גרם,3,2017-02-28
48.15,7290725900003,7290011447359,מטרנה מהדרין שלב 1 700 גרם,4,2017-02-28
47.9,7290725900003,7290011447373,מטרנה מהדרין שלב 2 700 גרם,3,2017-02-28
7.9,7290725900003,7290011468002,טחינה הנסיך טהור 100% 500 גר,4,2017-02-28
7.9,7290725900003,7290011468026,טחינה הנסיך שומשום מלא 500 גרם,3,2017-02-28
7.9,7290725900003,7290011468040,טחינה הנסיך עם עשבי תיבול 500 גר`,4,2017-02-28
9.9,7290725900003,7290011468057,טחינה הנסיך טהור 100% 1 קג,3,2017-02-28
5.9,7290725900003,7290011486099,נר מטבעות שוקולד 45 גרם,1,2017-02-28
5.9,7290725900003,7290011486150,כרמית מארז אוזן המן ממתקים לפורים,1,2017-02-28
5,7290725900003,7290011486556,מטבעות שוקולד מריר 48 גרם מהדרין כשל`פ,1,2017-02-28
2,7290725900003,7290011486693,מרשמלו 30 גר` גר` מהדרין בד`צ,4,2017-02-28
5.9,7290725900003,7290011489533,בייגלה שמיניות עם מלח 300 גרם,4,2017-02-28
5.9,7290725900003,7290011489540,בייגלה שמיניות עם שומשום 300 גרם,3,2017-02-28
5.9,7290725900003,7290011489694,פירורי ביסקוויט בטעם וניל 300 גרם,2,2017-02-28
5.9,7290725900003,7290011489700,פירורי ביסקוויט בטעם שוקו 300 גרם,3,2017-02-28
5.9,7290725900003,7290011489755,בייגלה טבעות מלח 300 גרם,3,2017-02-28
5.9,7290725900003,7290011489762,בייגלה טבעות שומשום 300 גרם,2,2017-02-28
24.2,7290725900003,7290011499051,גבינת פטה כבשים 20% 250 גרם         ,1,2017-02-28
20.9,7290725900003,7290011499143,גבינה בולגרית 3% מעודנת 250 גרם     ,1,2017-02-28
21,7290725900003,7290011499297,גבינת ברי פקאן 23% 120 גרם,2,2017-02-28
16.8,7290725900003,7290011499334,גבינת קממבר צאן 25% 125 גרם         ,3,2017-02-28
19.9,7290725900003,7290011499365,גבינת חלומי 200 גרם                 ,3,2017-02-28
19.9,7290725900003,7290011499686,צפתית מיני 350  גר' מהדרין,3,2017-02-28
13.8,7290725900003,7290011499709,לאבנה זעתר מהדרין,3,2017-02-28
24.9,7290725900003,7290011499723,בולגרית פרוסות 5% מהדרין,3,2017-02-28
18.9,7290725900003,7290011499730,בולגרית 5% גביע מהדרין,3,2017-02-28
12.9,7290725900003,7290011499754,ריקוטה מהדרין 250 גר',3,2017-02-28
18.9,7290725900003,7290011499822,בולגרית 5% מעודנת בד`צ,3,2017-02-28
11.95,7290725900003,7290011501839,חרובים 200גר#,2,2017-02-28
17.2,7290725900003,7290011502867,גרנולה במבחר אגוזים 500 גר',2,2017-02-28
19.9,7290725900003,7290011502874,גרנולה במבחר פירות 500 גר',1,2017-02-28
15,7290725900003,7290011505608,נובי בקבוק האכלה טבעי מצוייר שלב 1 180 מ`ל,1,2017-02-28
15,7290725900003,7290011505615,נובי בקבוק האכלה טבעי מצוייר שלב 2 360 מ`ל,1,2017-02-28
19.9,7290725900003,7290011505707,בקבוק 250 מ`ל פיה רחבה ללא ביספנולAטוליפס פרימיום,1,2017-02-28
29.2,7290725900003,7290011518561,דנונה Actimel בטעם תות שדה 14*100 מל,4,2017-02-28
17.9,7290725900003,7290011522599,מסכת הזנה לשיער יבש 500 מל          ,1,2017-02-28
8.7,7290725900003,7290011524098,"ריבת דובדבנים 680 גרם כשלפ בד""צ",2,2017-02-28
8.7,7290725900003,7290011524104,"ריבה מעורבת 680 גרם  כשלפ בד""צ",4,2017-02-28
8.633333333333333333333333333,7290725900003,7290011524111,"ריבת תפוזים 680 גרם כשלפ בד""צ",3,2017-02-28
8.766666666666666666666666667,7290725900003,7290011524135,"ריבת תות שדה 680 גרם  כשלפ בד""צ",3,2017-02-28
17.9,7290725900003,7290011524784,עוגיות עינוגי ריבה - פרווה,2,2017-02-28
17.9,7290725900003,7290011524791,עוגיות עינוגי נוגט - פרווה,1,2017-02-28
17.9,7290725900003,7290011524807,עוגיות עינוגי חלבה - פרווה,2,2017-02-28
28,7290725900003,7290011525316,קמיל בלו שיבולת שועל תחליב לתינוק 500,2,2017-02-28
20.95,7290725900003,7290011525323,קמיל בלו שיבולת שועל אל סבון 500,2,2017-02-28
21.9,7290725900003,7290011525712,קמיל בלו אל סבון לפני השינה 1 ליטר  ,3,2017-02-28
21.9,7290725900003,7290011525729,קמיל בלו שמפו לפני השינה 1 ליטר,1,2017-02-28
17.9,7290725900003,7290011537074,זיסי לקקנים צובע פה,2,2017-02-28
10,7290725900003,7290011537159,פרמידה סוכריות קרנבל 12 יח` שקית,1,2017-02-28
4.125,7290725900003,7290011537371,פסטה 500גר צורות,4,2017-02-28
5.9,7290725900003,7290011537852,קמח תפו`א 500 גר`,1,2017-02-28
19.9,7290725900003,7290011570507,קמח נטול גלוטן `כרגיל`,3,2017-02-28
21,7290725900003,7290011575007,הפי מנקה אמבטיה ומקלחון מתז 750מל,1,2017-02-28
11,7290725900003,7290011575250,הפי מבריק וצובע נעליים,1,2017-02-28
5.2,7290725900003,7290011587093,תירס גמדי,2,2017-02-28
13.15,7290725900003,7290011587444,מוזלי קראנצ'י+פירות 600 גר',4,2017-02-28
13.15,7290725900003,7290011587451,גרנולה+פירות ואגוזים 600 גר',4,2017-02-28
13.4,7290725900003,7290011587468,קראנצ'י+אגוז מוזלי 600 גר',2,2017-02-28
6.5,7290725900003,7290011587628,מקרל מרוקאי בשמן זית,3,2017-02-28
5.15,7290725900003,7290011587635,מקרל מרוקאי ברוטב עגבניות,2,2017-02-28
5.2,7290725900003,7290011587642,מקרל מרוקאי חריף,1,2017-02-28
13.85,7290725900003,7290011587833,עגבניות מיובשות שלמות 340 גר',2,2017-02-28
9.9,7290725900003,7290011587857,עגבניות מיובשות מתובלות 250 גר',2,2017-02-28
7.9,7290725900003,7290011587956,"רוטב צ'ילי 700 מ""ל",2,2017-02-28
7.9,7290725900003,7290011587963,"רוטב צ'ילי 700 מ""ל",1,2017-02-28
30.9,7290725900003,7290011593087,שמן זית כתית מעולה 750 מ`ל,3,2017-02-28
17.65,7290725900003,7290011598211,אנטי קאלק רב שימושי 4ב1 700 מל,4,2017-02-28
9.9,7290725900003,7290011598372,סנו סושי מטלית מיקרופייבר לרצפה 1 יח,3,2017-02-28
19.15,7290725900003,7290011598402,מרכך כביסה סנו מקסימה מאסק 4 ל,4,2017-02-28
34.9,7290725900003,7290011598457,סופט 48 גלילים פרש לבן,4,2017-02-28
9.9,7290725900003,7290011599836,משפר אפיה טבע,1,2017-02-28
34.23333333333333333333333333,7290725900003,7290011607197,קולון 101 אבקת כביסה שקית 5 קג,3,2017-02-28
11.9,7290725900003,7290011618025,בייבי ביס חטיף אורז לתינוקות 50 גרם,3,2017-02-28
11.9,7290725900003,7290011618124,בייבי ביס חטיף אורז ירקות לתינוק 50ג,4,2017-02-28
11.9,7290725900003,7290011618131,בייבי ביס חטיף אורז בטעם גזר לתינוק5,3,2017-02-28
22.4,7290725900003,7290011618193,דאק נוזל זוג כחול+סבון מוצק בניחוח הדרים,2,2017-02-28
19.9,7290725900003,7290011618209,דאק נוזל זוג ירוק+סבון מוצק בניחוח ים,1,2017-02-28
11.9,7290725900003,7290011618216,בייבי ביס חטיף טעם בננה לתינוק 50ג,4,2017-02-28
6.6,7290725900003,7290011622428,כתמטמינים 45 גר`,3,2017-02-28
25.9,7290725900003,7290011623142,עוגיות כשלפ וניל 400 גר`,1,2017-02-28
25,7290725900003,7290011668143,מסיכה משקמת לשיער צבוע ופגום 1 ל`,2,2017-02-28
14.9,7290725900003,7290011732172,סוכריות שרשרת 24יח,4,2017-02-28
14.9,7290725900003,7290011732189,סוכריות צמוד 48יח,3,2017-02-28
14.9,7290725900003,7290011732202,בקבוק סודה 21יח,3,2017-02-28
9.8,7290725900003,7290011732257,"מיץ לימון סחוט 500מ""ל זכוכית",4,2017-02-28
14.9,7290725900003,7290011732264,פרמידה קרנבל 36יח,2,2017-02-28
14.9,7290725900003,7290011732271,פירות סודה 36יח,3,2017-02-28
9.9,7290725900003,7290011732424,פופסים עשיריות 25גר מצופה בוטנים,1,2017-02-28
11.65,7290725900003,7290011732592,קמח מלא 1 ק`ג ללא צורך בניפוי,4,2017-02-28
10.9,7290725900003,7290011732608,"קמח לבן 1 ק""ג ללא צורך בניפוי",1,2017-02-28
12.36666666666666666666666667,7290725900003,7290011732615,קמח שיפון 1 ק`ג ללא צורך בניפוי,3,2017-02-28
5,7290725900003,7290011732820,גרעיני תירס 340גר` טעמן,3,2017-02-28
8.9,7290725900003,7290011732943,שקדי מרק 400גר,3,2017-02-28
12.9,7290725900003,7290011765392,כיף בוב ספוג שמפו לילדים 750 מל,2,2017-02-28
12.9,7290725900003,7290011765408,כיף בוב ספוג שמפו 2ב1 לילדים 750 מל ,2,2017-02-28
12.9,7290725900003,7290011765415,כיף בוב ספוג מרכך שיער לילדים 750מ  ,2,2017-02-28
12.9,7290725900003,7290011765422,כיף בוב ספוג אל סבון קמומיל לילדים 7,3,2017-02-28
7.9,7290725900003,7290011765446,משחת שיניים אורביטול בוב ספוג 70 גרם,3,2017-02-28
11.4,7290725900003,7290011778118,ביצים 12 יח` L,2,2017-02-28
10.5,7290725900003,7290011778125,ביצים 12 יח` M,2,2017-02-28
12.5,7290725900003,7290011778132,ביצים 12 יח` XL,3,2017-02-28
26.3,7290725900003,7290011778200,ביצים 30 יח` M,3,2017-02-28
31.2,7290725900003,7290011778316,ביצים 30 יח` XL,2,2017-02-28
28.6,7290725900003,7290011778323,ביצים 30 יח` L,3,2017-02-28
33.75,7290725900003,7290011778354,ביצים חופש 20 בארותיים,2,2017-02-28
21.1,7290725900003,7290011778378,תריסר ביצים L אומגה 3,1,2017-02-28
19.7,7290725900003,7290011778385,תריסר ביצים XL אומגה 3,1,2017-02-28
17.1,7290725900003,7290011778422,ביצים ארוזות L  18 יח`,2,2017-02-28
18.8,7290725900003,7290011778439,ביצים אומגה 10 יח` L,1,2017-02-28
16.775,7290725900003,7290011800642,מטבוחה רפי 400גר` בד`צ,4,2017-02-28
16.775,7290725900003,7290011800703,פלפלים מרוקאים רפי 400גר` בד`צ,4,2017-02-28
16.73333333333333333333333333,7290725900003,7290011800826,חציל בטחינה רפי 400גר` בד`צ,3,2017-02-28
16.775,7290725900003,7290011800840,טחינה לבנה רפי 400גר` בד`צ,4,2017-02-28
16.73333333333333333333333333,7290725900003,7290011800864,חציל בשמן זית רפי 400גר` בד`צ,3,2017-02-28
8.5,7290725900003,7290011810153,כרוב אדום 250 גרם,1,2017-02-28
10.5,7290725900003,7290011810252,חציל במיונז ביתי 250 גרם,1,2017-02-28
11.9,7290725900003,7290011860271,ביסבול כדורי תפוא בציפוי פריך 700גרם,3,2017-02-28
11.9,7290725900003,7290011860301,ביסבול כדורי תפוא בציפוי עם תירס700ג,1,2017-02-28
11.9,7290725900003,7290011860325,ביסבול כדורי תפוא בציפוי עם בצל700ג,2,2017-02-28
13.9,7290725900003,7290011860721,תפוגן פלחים 700גר,1,2017-02-28
29.9,7290725900003,7290011876494,שניצל עוף עם תירס 750 גרם קפוא,1,2017-02-28
16.9,7290725900003,7290011877088,נייר כסף (זוגות),4,2017-02-28
12.9,7290725900003,7290011877101,מבשם אויר סנומוד Musk נטול גז 150מ`,2,2017-02-28
10.9,7290725900003,7290011877156,מטהר אויר סנופרש Mask ענק 375 מל,4,2017-02-28
15.9,7290725900003,7290011877446,בייבי כיף קרם למניעת גירויים 100 גרם,3,2017-02-28
24.9,7290725900003,7290011877842,סנו סושי שקיות לאיחסון L+XXXL,1,2017-02-28
13.9,7290725900003,7290011877859,סנו אינסטלטור 200 גרם               ,3,2017-02-28
19.9,7290725900003,7290011877927,אורביטול טריפל מי פה כחול 500 מל,4,2017-02-28
26,7290725900003,7290011889869,גלידת פרווה שוקו עוגיות וניל ציפ,2,2017-02-28
39.9,7290725900003,7290011912680,שטיפת פה ליסטרין הגנה על השיניים והחניכיים 750 מ`ל,2,2017-02-28
10.9,7290725900003,7290011920067,מטלית מיקרופייבר לניקוי קל 1 יח`,1,2017-02-28
10.9,7290725900003,7290011920142,שקיות אוכל -אריזת חיסכון 300 שקיות,3,2017-02-28
11.9,7290725900003,7290011920449,קלין נוזל לניקוי כלים לבנדר סגול 850,2,2017-02-28
7.566666666666666666666666667,7290725900003,7290011920579,מנקה ומחטא אסלות 1 ל',3,2017-02-28
17.9,7290725900003,7290011920647,קלין מנקה רצפות פרחי גן עדן 4 ל`,2,2017-02-28
13.9,7290725900003,7290011920722,"קלין מסיר כל כתם בתרסיס 750 מ""ל",2,2017-02-28
17.9,7290725900003,7290011920777,"מבשם כביסה 750 מ""ל",2,2017-02-28
13.4,7290725900003,7290011920876,קלין מרכךמרוכז ע.קפסולות 1 ל` לתינוקות,2,2017-02-28
13.9,7290725900003,7290011920890,קלין מרכךמרוכז ע.קפסולות 1 ל` ורוד,1,2017-02-28
13.4,7290725900003,7290011920906,קלין מרכךמרוכז ע.קפסולות 1 ל` כחול,2,2017-02-28
9.9,7290725900003,7290011931155,פלצ`ה אזורה- אל-סבון היפואלרגני לתינוק 750 מ`ל,3,2017-02-28
26.9,7290725900003,7290011931162,סוכרלייט ממתיק נוזלי 220 מל,2,2017-02-28
10.15,7290725900003,7290011931179,פלצ`ה אזורה- שמפו מתיר קשרים 750 מ`ל,4,2017-02-28
9.9,7290725900003,7290011931186,פלצ`ה אזורה- מרכך מתיר קשרים 750 מ`ל,2,2017-02-28
30.2,7290725900003,7290011931193,סוכרלייט כפית לכפית אבקה 105 גרם,2,2017-02-28
3.5,7290725900003,7290011941260,"קערה שקופה לסלט ""18",2,2017-02-28
5,7290725900003,7290011941277,"קערה שקופה לסלט ""9.5",1,2017-02-28
13.4,7290725900003,7290011964344,שום גבישי,1,2017-02-28
7.9,7290725900003,7290011969073,סכין כחול 50 יח`,1,2017-02-28
4,7290725900003,7290011969141,מגבונים לחים 72 יח`,3,2017-02-28
13.9,7290725900003,7290011969158,מגבון 5+1 טייגר בייבי,4,2017-02-28
12.6,7290725900003,7290011971175,חלב אורגני מלא הרדוף,1,2017-02-28
19.9,7290725900003,7290011977153,טחינה טעמן 1קג,2,2017-02-28
13.65,7290725900003,7290011977160,טחינה טעמן 500גר,4,2017-02-28
14.9,7290725900003,7290011977337,נפוליטנים 150גר חלבי,2,2017-02-28
14.9,7290725900003,7290011977344,נפוליטנים 150גר מריר,3,2017-02-28
16.9,7290725900003,7290011977603,תערובת להכנת עוגת וניל260 גר`,1,2017-02-28
4.85,7290725900003,7290011977627,סרדינים בשמן קנולה,4,2017-02-28
4.85,7290725900003,7290011977634,סרדינים בשמן צמחי,4,2017-02-28
4.85,7290725900003,7290011977641,סרדינים ברוטב לימון,4,2017-02-28
4.85,7290725900003,7290011977665,סרדינים ברוטב עגבניות,4,2017-02-28
4.2,7290725900003,7290011977917,פסטה 500גר צורות,3,2017-02-28
4.125,7290725900003,7290011977924,פסטה 500גר צורות,4,2017-02-28
15.9,7290725900003,7290011996147,שמן שומשום 200מל,1,2017-02-28
9.925,7290725900003,7290012019258,"רסק תפו""ח   4 יח'",4,2017-02-28
